filename-1,filename-2,similarity,title-1,year-1,month-1,day-1,title-2,year-2,month-2,day-2,topic_1,topic_2
2023-10-14_3134.txt,2023-12-06_1903.txt,0.7048105583023792,"Israel-Hamas war: List of key events, day 8",2023,10,14,"Israel-Hamas war: List of key events, day 61",2023,12,6,49,38
2023-10-30_2733.txt,2023-12-06_1903.txt,0.7015182061613724,"Israel-Hamas war: List of key events, day 24",2023,10,30,"Israel-Hamas war: List of key events, day 61",2023,12,6,49,38
2023-11-20_2218.txt,2023-12-06_1903.txt,0.7037791150819953,"Israel-Hamas war: List of key events, day 45",2023,11,20,"Israel-Hamas war: List of key events, day 61",2023,12,6,43,38
2023-11-13_2373.txt,2023-12-06_1903.txt,0.7092185812385436,"Israel-Hamas war: List of key events, day 38",2023,11,13,"Israel-Hamas war: List of key events, day 61",2023,12,6,43,38
2023-11-16_2301.txt,2023-12-06_1903.txt,0.702684285069467,"Israel-Hamas war: List of key events, day 41",2023,11,16,"Israel-Hamas war: List of key events, day 61",2023,12,6,43,38
2023-11-21_2192.txt,2023-12-06_1903.txt,0.7057852546583723,"Israel-Hamas war: List of key events, day 46",2023,11,21,"Israel-Hamas war: List of key events, day 61",2023,12,6,43,38
2023-10-10_3253.txt,2023-12-06_1903.txt,0.6422156834687013,"Israel and Hamas war: List of key events, day 4 after surprise attack",2023,10,10,"Israel-Hamas war: List of key events, day 61",2023,12,6,49,38
2023-11-14_2349.txt,2023-12-06_1903.txt,0.7015182061613724,"Israel-Hamas war: List of key events, day 39",2023,11,14,"Israel-Hamas war: List of key events, day 61",2023,12,6,43,38
2023-11-12_2389.txt,2023-12-06_1903.txt,0.6974880239794444,"Israel-Hamas war: List of key events, day 37",2023,11,12,"Israel-Hamas war: List of key events, day 61",2023,12,6,43,38
2023-10-24_2887.txt,2023-12-06_1903.txt,0.6461865534044754,"Israel-Hamas war: List of key events, day 18",2023,10,24,"Israel-Hamas war: List of key events, day 61",2023,12,6,49,38
2023-11-17_2269.txt,2023-12-06_1903.txt,0.6324363937367197,"Israel-Hamas war: List of key events, day 42",2023,11,17,"Israel-Hamas war: List of key events, day 61",2023,12,6,43,38
2023-10-18_3040.txt,2023-12-06_1903.txt,0.6609688798198452,"Israel-Hamas war: List of key events, day 12",2023,10,18,"Israel-Hamas war: List of key events, day 61",2023,12,6,49,38
2023-10-31_2703.txt,2023-12-06_1903.txt,0.6559977302993292,"Israel-Hamas war: List of key events, day 25",2023,10,31,"Israel-Hamas war: List of key events, day 61",2023,12,6,49,38
2023-10-26_2839.txt,2023-12-06_1903.txt,0.6535141869096684,"Israel-Hamas war: List of key events, day 20",2023,10,26,"Israel-Hamas war: List of key events, day 61",2023,12,6,49,38
2023-10-17_3067.txt,2023-12-06_1903.txt,0.6081154229939796,"Israel-Hamas war: List of key events, day 11",2023,10,17,"Israel-Hamas war: List of key events, day 61",2023,12,6,49,38
2023-11-10_2439.txt,2023-12-06_1903.txt,0.6525426166241418,"Israel-Hamas war: List of key events, day 35",2023,11,10,"Israel-Hamas war: List of key events, day 61",2023,12,6,43,38
2023-11-15_2325.txt,2023-12-06_1903.txt,0.6541721229932557,"Israel-Hamas war: List of key events, day 40",2023,11,15,"Israel-Hamas war: List of key events, day 61",2023,12,6,43,38
2023-10-21_2952.txt,2023-12-06_1903.txt,0.4439791942996317,"Russia-Ukraine war: List of key events, day 605",2023,10,21,"Israel-Hamas war: List of key events, day 61",2023,12,6,49,38
2023-10-12_3205.txt,2023-12-06_1903.txt,0.4476115892503587,"Israel-Hamas war: List of key events, day 6",2023,10,12,"Israel-Hamas war: List of key events, day 61",2023,12,6,40,38
2023-10-11_3228.txt,2023-12-06_1903.txt,0.4960273900528618,"Israel-Hamas war: List of key events, day 5",2023,10,11,"Israel-Hamas war: List of key events, day 61",2023,12,6,40,38
2023-11-03_2619.txt,2023-12-05_1926.txt,0.7231112534907013,"Israel-Hamas war: List of key events, day 28",2023,11,3,"Israel-Hamas war: List of key events, day 60",2023,12,5,43,38
2023-11-01_2677.txt,2023-12-05_1926.txt,0.7231112534907013,"Israel-Hamas war: List of key events, day 26",2023,11,1,"Israel-Hamas war: List of key events, day 60",2023,12,5,43,38
2023-11-08_2496.txt,2023-12-05_1926.txt,0.7231112534907013,"Israel-Hamas war: List of key events, day 33",2023,11,8,"Israel-Hamas war: List of key events, day 60",2023,12,5,43,38
2023-11-02_2642.txt,2023-12-05_1926.txt,0.7231112534907013,"Israel-Hamas war: List of key events, day 27",2023,11,2,"Israel-Hamas war: List of key events, day 60",2023,12,5,43,38
2023-11-05_2567.txt,2023-12-05_1926.txt,0.7231112534907013,"Israel-Hamas war: List of key events, day 30",2023,11,5,"Israel-Hamas war: List of key events, day 60",2023,12,5,43,38
2023-11-07_2521.txt,2023-12-05_1926.txt,0.7231112534907013,"Israel-Hamas war: List of key events, day 32",2023,11,7,"Israel-Hamas war: List of key events, day 60",2023,12,5,43,38
2023-11-04_2588.txt,2023-12-05_1926.txt,0.7231112534907013,"Israel-Hamas war: List of key events, day 29",2023,11,4,"Israel-Hamas war: List of key events, day 60",2023,12,5,43,38
2023-11-06_2547.txt,2023-12-05_1926.txt,0.7231112534907013,"Israel-Hamas war: List of key events, day 31",2023,11,6,"Israel-Hamas war: List of key events, day 60",2023,12,5,43,38
2023-10-13_3166.txt,2023-12-05_1926.txt,0.6675347512624772,"Israel-Hamas war: List of key events, day 7",2023,10,13,"Israel-Hamas war: List of key events, day 60",2023,12,5,49,38
2023-10-20_2978.txt,2023-12-05_1926.txt,0.6531523457666336,"Israel-Hamas war: List of key events, day 14",2023,10,20,"Israel-Hamas war: List of key events, day 60",2023,12,5,49,38
2023-10-16_3104.txt,2023-12-05_1926.txt,0.6487864166808252,"Israel-Hamas war: List of key events, day 10",2023,10,16,"Israel-Hamas war: List of key events, day 60",2023,12,5,43,38
2023-10-22_2929.txt,2023-12-05_1926.txt,0.6449155643758755,"Israel-Hamas war: List of key events, day 16",2023,10,22,"Israel-Hamas war: List of key events, day 60",2023,12,5,49,38
2023-10-21_2944.txt,2023-12-05_1926.txt,0.6092107768156659,"Israel-Hamas war: List of key events, day 15",2023,10,21,"Israel-Hamas war: List of key events, day 60",2023,12,5,49,38
2023-10-25_2866.txt,2023-12-05_1926.txt,0.6596963778389436,"Israel-Hamas war: List of key events, day 19",2023,10,25,"Israel-Hamas war: List of key events, day 60",2023,12,5,49,38
2023-10-27_2810.txt,2023-12-05_1926.txt,0.6581421670698396,"Israel-Hamas war: List of key events, day 21",2023,10,27,"Israel-Hamas war: List of key events, day 60",2023,12,5,49,38
2023-10-28_2776.txt,2023-12-05_1926.txt,0.6522708082482036,"Israel-Hamas war: List of key events, day 22",2023,10,28,"Israel-Hamas war: List of key events, day 60",2023,12,5,49,38
2023-10-19_3010.txt,2023-12-05_1926.txt,0.708238776704428,"Israel-Hamas war: List of key events, day 13",2023,10,19,"Israel-Hamas war: List of key events, day 60",2023,12,5,49,38
2023-11-09_2469.txt,2023-12-05_1926.txt,0.7231112534907013,"Israel-Hamas war: List of key events, day 34",2023,11,9,"Israel-Hamas war: List of key events, day 60",2023,12,5,43,38
2023-10-23_2913.txt,2023-12-05_1926.txt,0.6436825188383749,"Israel-Hamas war: List of key events, day 17",2023,10,23,"Israel-Hamas war: List of key events, day 60",2023,12,5,49,38
2023-10-14_3134.txt,2023-12-05_1926.txt,0.702359931112659,"Israel-Hamas war: List of key events, day 8",2023,10,14,"Israel-Hamas war: List of key events, day 60",2023,12,5,49,38
2023-10-30_2733.txt,2023-12-05_1926.txt,0.6990790264841503,"Israel-Hamas war: List of key events, day 24",2023,10,30,"Israel-Hamas war: List of key events, day 60",2023,12,5,49,38
2023-11-20_2218.txt,2023-12-05_1926.txt,0.701332074221638,"Israel-Hamas war: List of key events, day 45",2023,11,20,"Israel-Hamas war: List of key events, day 60",2023,12,5,43,38
2023-11-13_2373.txt,2023-12-05_1926.txt,0.7067526273475802,"Israel-Hamas war: List of key events, day 38",2023,11,13,"Israel-Hamas war: List of key events, day 60",2023,12,5,43,38
2023-11-16_2301.txt,2023-12-05_1926.txt,0.7002410509344281,"Israel-Hamas war: List of key events, day 41",2023,11,16,"Israel-Hamas war: List of key events, day 60",2023,12,5,43,38
2023-11-21_2192.txt,2023-12-05_1926.txt,0.7033312384482076,"Israel-Hamas war: List of key events, day 46",2023,11,21,"Israel-Hamas war: List of key events, day 60",2023,12,5,43,38
2023-10-10_3253.txt,2023-12-05_1926.txt,0.6399826987367984,"Israel and Hamas war: List of key events, day 4 after surprise attack",2023,10,10,"Israel-Hamas war: List of key events, day 60",2023,12,5,49,38
2023-11-14_2349.txt,2023-12-05_1926.txt,0.6990790264841503,"Israel-Hamas war: List of key events, day 39",2023,11,14,"Israel-Hamas war: List of key events, day 60",2023,12,5,43,38
2023-11-12_2389.txt,2023-12-05_1926.txt,0.6950628572506923,"Israel-Hamas war: List of key events, day 37",2023,11,12,"Israel-Hamas war: List of key events, day 60",2023,12,5,43,38
2023-10-24_2887.txt,2023-12-05_1926.txt,0.6439397619528566,"Israel-Hamas war: List of key events, day 18",2023,10,24,"Israel-Hamas war: List of key events, day 60",2023,12,5,49,38
2023-11-17_2269.txt,2023-12-05_1926.txt,0.6302374116074043,"Israel-Hamas war: List of key events, day 42",2023,11,17,"Israel-Hamas war: List of key events, day 60",2023,12,5,43,38
2023-10-18_3040.txt,2023-12-05_1926.txt,0.6586706902008549,"Israel-Hamas war: List of key events, day 12",2023,10,18,"Israel-Hamas war: List of key events, day 60",2023,12,5,49,38
2023-10-31_2703.txt,2023-12-05_1926.txt,0.6537168253734178,"Israel-Hamas war: List of key events, day 25",2023,10,31,"Israel-Hamas war: List of key events, day 60",2023,12,5,49,38
2023-10-26_2839.txt,2023-12-05_1926.txt,0.6512419172672187,"Israel-Hamas war: List of key events, day 20",2023,10,26,"Israel-Hamas war: List of key events, day 60",2023,12,5,49,38
2023-10-17_3067.txt,2023-12-05_1926.txt,0.6060010049102512,"Israel-Hamas war: List of key events, day 11",2023,10,17,"Israel-Hamas war: List of key events, day 60",2023,12,5,49,38
2023-11-10_2439.txt,2023-12-05_1926.txt,0.6502737251327857,"Israel-Hamas war: List of key events, day 35",2023,11,10,"Israel-Hamas war: List of key events, day 60",2023,12,5,43,38
2023-11-15_2325.txt,2023-12-05_1926.txt,0.6518975657062231,"Israel-Hamas war: List of key events, day 40",2023,11,15,"Israel-Hamas war: List of key events, day 60",2023,12,5,43,38
2023-10-21_2952.txt,2023-12-05_1926.txt,0.4424354780876593,"Russia-Ukraine war: List of key events, day 605",2023,10,21,"Israel-Hamas war: List of key events, day 60",2023,12,5,49,38
2023-10-12_3205.txt,2023-12-05_1926.txt,0.446055243196615,"Israel-Hamas war: List of key events, day 6",2023,10,12,"Israel-Hamas war: List of key events, day 60",2023,12,5,40,38
2023-10-11_3228.txt,2023-12-05_1926.txt,0.4943027021993805,"Israel-Hamas war: List of key events, day 5",2023,10,11,"Israel-Hamas war: List of key events, day 60",2023,12,5,40,38
2023-11-03_2619.txt,2023-12-08_1870.txt,0.720324210749593,"Israel-Hamas war: List of key events, day 28",2023,11,3,"Israel-Hamas war: List of key events, day 63",2023,12,8,43,38
2023-11-01_2677.txt,2023-12-08_1870.txt,0.720324210749593,"Israel-Hamas war: List of key events, day 26",2023,11,1,"Israel-Hamas war: List of key events, day 63",2023,12,8,43,38
2023-11-08_2496.txt,2023-12-08_1870.txt,0.720324210749593,"Israel-Hamas war: List of key events, day 33",2023,11,8,"Israel-Hamas war: List of key events, day 63",2023,12,8,43,38
2023-11-02_2642.txt,2023-12-08_1870.txt,0.720324210749593,"Israel-Hamas war: List of key events, day 27",2023,11,2,"Israel-Hamas war: List of key events, day 63",2023,12,8,43,38
2023-11-05_2567.txt,2023-12-08_1870.txt,0.720324210749593,"Israel-Hamas war: List of key events, day 30",2023,11,5,"Israel-Hamas war: List of key events, day 63",2023,12,8,43,38
2023-11-07_2521.txt,2023-12-08_1870.txt,0.720324210749593,"Israel-Hamas war: List of key events, day 32",2023,11,7,"Israel-Hamas war: List of key events, day 63",2023,12,8,43,38
2023-11-04_2588.txt,2023-12-08_1870.txt,0.720324210749593,"Israel-Hamas war: List of key events, day 29",2023,11,4,"Israel-Hamas war: List of key events, day 63",2023,12,8,43,38
2023-11-06_2547.txt,2023-12-08_1870.txt,0.720324210749593,"Israel-Hamas war: List of key events, day 31",2023,11,6,"Israel-Hamas war: List of key events, day 63",2023,12,8,43,38
2023-12-07_1887.txt,2023-12-08_1870.txt,0.7492801506923904,"Israel-Hamas war: List of key events, day 62",2023,12,7,"Israel-Hamas war: List of key events, day 63",2023,12,8,38,38
2023-12-05_1926.txt,2023-12-08_1870.txt,0.7537595726469046,"Israel-Hamas war: List of key events, day 60",2023,12,5,"Israel-Hamas war: List of key events, day 63",2023,12,8,38,38
2023-10-13_3166.txt,2023-12-08_1870.txt,0.6649619135781474,"Israel-Hamas war: List of key events, day 7",2023,10,13,"Israel-Hamas war: List of key events, day 63",2023,12,8,49,38
2023-10-20_2978.txt,2023-12-08_1870.txt,0.6506349412935054,"Israel-Hamas war: List of key events, day 14",2023,10,20,"Israel-Hamas war: List of key events, day 63",2023,12,8,49,38
2023-10-16_3104.txt,2023-12-08_1870.txt,0.6462858395366979,"Israel-Hamas war: List of key events, day 10",2023,10,16,"Israel-Hamas war: List of key events, day 63",2023,12,8,43,38
2023-10-22_2929.txt,2023-12-08_1870.txt,0.6424299064170966,"Israel-Hamas war: List of key events, day 16",2023,10,22,"Israel-Hamas war: List of key events, day 63",2023,12,8,49,38
2023-12-06_1903.txt,2023-12-08_1870.txt,0.7563895400203481,"Israel-Hamas war: List of key events, day 61",2023,12,6,"Israel-Hamas war: List of key events, day 63",2023,12,8,38,38
2023-10-21_2944.txt,2023-12-08_1870.txt,0.6068627335994488,"Israel-Hamas war: List of key events, day 15",2023,10,21,"Israel-Hamas war: List of key events, day 63",2023,12,8,49,38
2023-10-25_2866.txt,2023-12-08_1870.txt,0.6571537511099085,"Israel-Hamas war: List of key events, day 19",2023,10,25,"Israel-Hamas war: List of key events, day 63",2023,12,8,49,38
2023-10-27_2810.txt,2023-12-08_1870.txt,0.6556055306387306,"Israel-Hamas war: List of key events, day 21",2023,10,27,"Israel-Hamas war: List of key events, day 63",2023,12,8,49,38
2023-10-28_2776.txt,2023-12-08_1870.txt,0.6497568014303187,"Israel-Hamas war: List of key events, day 22",2023,10,28,"Israel-Hamas war: List of key events, day 63",2023,12,8,49,38
2023-10-19_3010.txt,2023-12-08_1870.txt,0.7055090560258229,"Israel-Hamas war: List of key events, day 13",2023,10,19,"Israel-Hamas war: List of key events, day 63",2023,12,8,49,38
2023-11-09_2469.txt,2023-12-08_1870.txt,0.720324210749593,"Israel-Hamas war: List of key events, day 34",2023,11,9,"Israel-Hamas war: List of key events, day 63",2023,12,8,43,38
2023-10-23_2913.txt,2023-12-08_1870.txt,0.6412016133303403,"Israel-Hamas war: List of key events, day 17",2023,10,23,"Israel-Hamas war: List of key events, day 63",2023,12,8,49,38
2023-10-14_3134.txt,2023-12-08_1870.txt,0.6996528689030705,"Israel-Hamas war: List of key events, day 8",2023,10,14,"Israel-Hamas war: List of key events, day 63",2023,12,8,49,38
2023-10-30_2733.txt,2023-12-08_1870.txt,0.6963846096612638,"Israel-Hamas war: List of key events, day 24",2023,10,30,"Israel-Hamas war: List of key events, day 63",2023,12,8,49,38
2023-11-20_2218.txt,2023-12-08_1870.txt,0.698628973616952,"Israel-Hamas war: List of key events, day 45",2023,11,20,"Israel-Hamas war: List of key events, day 63",2023,12,8,43,38
2023-11-13_2373.txt,2023-12-08_1870.txt,0.7040286346420322,"Israel-Hamas war: List of key events, day 38",2023,11,13,"Israel-Hamas war: List of key events, day 63",2023,12,8,43,38
2023-11-16_2301.txt,2023-12-08_1870.txt,0.6975421553929578,"Israel-Hamas war: List of key events, day 41",2023,11,16,"Israel-Hamas war: List of key events, day 63",2023,12,8,43,38
2023-11-21_2192.txt,2023-12-08_1870.txt,0.7006204325891515,"Israel-Hamas war: List of key events, day 46",2023,11,21,"Israel-Hamas war: List of key events, day 63",2023,12,8,43,38
2023-10-10_3253.txt,2023-12-08_1870.txt,0.6375160532153257,"Israel and Hamas war: List of key events, day 4 after surprise attack",2023,10,10,"Israel-Hamas war: List of key events, day 63",2023,12,8,49,38
2023-11-14_2349.txt,2023-12-08_1870.txt,0.6963846096612638,"Israel-Hamas war: List of key events, day 39",2023,11,14,"Israel-Hamas war: List of key events, day 63",2023,12,8,43,38
2023-11-12_2389.txt,2023-12-08_1870.txt,0.6923839196991561,"Israel-Hamas war: List of key events, day 37",2023,11,12,"Israel-Hamas war: List of key events, day 63",2023,12,8,43,38
2023-10-24_2887.txt,2023-12-08_1870.txt,0.6414578649686812,"Israel-Hamas war: List of key events, day 18",2023,10,24,"Israel-Hamas war: List of key events, day 63",2023,12,8,49,38
2023-11-17_2269.txt,2023-12-08_1870.txt,0.6278083267401501,"Israel-Hamas war: List of key events, day 42",2023,11,17,"Israel-Hamas war: List of key events, day 63",2023,12,8,43,38
2023-10-18_3040.txt,2023-12-08_1870.txt,0.6561320167159058,"Israel-Hamas war: List of key events, day 12",2023,10,18,"Israel-Hamas war: List of key events, day 63",2023,12,8,49,38
2023-10-31_2703.txt,2023-12-08_1870.txt,0.6511972452616407,"Israel-Hamas war: List of key events, day 25",2023,10,31,"Israel-Hamas war: List of key events, day 63",2023,12,8,49,38
2023-10-26_2839.txt,2023-12-08_1870.txt,0.6487318760398649,"Israel-Hamas war: List of key events, day 20",2023,10,26,"Israel-Hamas war: List of key events, day 63",2023,12,8,49,38
2023-10-17_3067.txt,2023-12-08_1870.txt,0.6036653329183047,"Israel-Hamas war: List of key events, day 11",2023,10,17,"Israel-Hamas war: List of key events, day 63",2023,12,8,49,38
2023-11-10_2439.txt,2023-12-08_1870.txt,0.6477674155481732,"Israel-Hamas war: List of key events, day 35",2023,11,10,"Israel-Hamas war: List of key events, day 63",2023,12,8,43,38
2023-11-15_2325.txt,2023-12-08_1870.txt,0.6493849974538592,"Israel-Hamas war: List of key events, day 40",2023,11,15,"Israel-Hamas war: List of key events, day 63",2023,12,8,43,38
2023-10-21_2952.txt,2023-12-08_1870.txt,0.4407302265352039,"Russia-Ukraine war: List of key events, day 605",2023,10,21,"Israel-Hamas war: List of key events, day 63",2023,12,8,49,38
2023-10-12_3205.txt,2023-12-08_1870.txt,0.4443360402085778,"Israel-Hamas war: List of key events, day 6",2023,10,12,"Israel-Hamas war: List of key events, day 63",2023,12,8,40,38
2023-10-11_3228.txt,2023-12-08_1870.txt,0.4923975420301469,"Israel-Hamas war: List of key events, day 5",2023,10,11,"Israel-Hamas war: List of key events, day 63",2023,12,8,40,38
2023-11-03_2619.txt,2023-12-09_1850.txt,0.7188139675364172,"Israel-Hamas war: List of key events, day 28",2023,11,3,"Israel-Hamas war: List of key events, day 64",2023,12,9,43,38
2023-11-01_2677.txt,2023-12-09_1850.txt,0.7188139675364172,"Israel-Hamas war: List of key events, day 26",2023,11,1,"Israel-Hamas war: List of key events, day 64",2023,12,9,43,38
2023-11-08_2496.txt,2023-12-09_1850.txt,0.7188139675364172,"Israel-Hamas war: List of key events, day 33",2023,11,8,"Israel-Hamas war: List of key events, day 64",2023,12,9,43,38
2023-11-02_2642.txt,2023-12-09_1850.txt,0.7188139675364172,"Israel-Hamas war: List of key events, day 27",2023,11,2,"Israel-Hamas war: List of key events, day 64",2023,12,9,43,38
2023-11-05_2567.txt,2023-12-09_1850.txt,0.7188139675364172,"Israel-Hamas war: List of key events, day 30",2023,11,5,"Israel-Hamas war: List of key events, day 64",2023,12,9,43,38
2023-11-07_2521.txt,2023-12-09_1850.txt,0.7188139675364172,"Israel-Hamas war: List of key events, day 32",2023,11,7,"Israel-Hamas war: List of key events, day 64",2023,12,9,43,38
2023-11-04_2588.txt,2023-12-09_1850.txt,0.7188139675364172,"Israel-Hamas war: List of key events, day 29",2023,11,4,"Israel-Hamas war: List of key events, day 64",2023,12,9,43,38
2023-11-06_2547.txt,2023-12-09_1850.txt,0.7188139675364172,"Israel-Hamas war: List of key events, day 31",2023,11,6,"Israel-Hamas war: List of key events, day 64",2023,12,9,43,38
2023-12-07_1887.txt,2023-12-09_1850.txt,0.7477091979943369,"Israel-Hamas war: List of key events, day 62",2023,12,7,"Israel-Hamas war: List of key events, day 64",2023,12,9,38,38
2023-12-05_1926.txt,2023-12-09_1850.txt,0.7521792283214356,"Israel-Hamas war: List of key events, day 60",2023,12,5,"Israel-Hamas war: List of key events, day 64",2023,12,9,38,38
2023-10-13_3166.txt,2023-12-09_1850.txt,0.6635677438390011,"Israel-Hamas war: List of key events, day 7",2023,10,13,"Israel-Hamas war: List of key events, day 64",2023,12,9,49,38
2023-10-20_2978.txt,2023-12-09_1850.txt,0.6492708097126428,"Israel-Hamas war: List of key events, day 14",2023,10,20,"Israel-Hamas war: List of key events, day 64",2023,12,9,49,38
2023-10-16_3104.txt,2023-12-09_1850.txt,0.6449308263518488,"Israel-Hamas war: List of key events, day 10",2023,10,16,"Israel-Hamas war: List of key events, day 64",2023,12,9,43,38
2023-10-22_2929.txt,2023-12-09_1850.txt,0.6410829776430412,"Israel-Hamas war: List of key events, day 16",2023,10,22,"Israel-Hamas war: List of key events, day 64",2023,12,9,49,38
2023-12-06_1903.txt,2023-12-09_1850.txt,0.7548036816633953,"Israel-Hamas war: List of key events, day 61",2023,12,6,"Israel-Hamas war: List of key events, day 64",2023,12,9,38,38
2023-12-08_1870.txt,2023-12-09_1850.txt,0.7492801506923904,"Israel-Hamas war: List of key events, day 63",2023,12,8,"Israel-Hamas war: List of key events, day 64",2023,12,9,38,38
2023-10-21_2944.txt,2023-12-09_1850.txt,0.6055903755264167,"Israel-Hamas war: List of key events, day 15",2023,10,21,"Israel-Hamas war: List of key events, day 64",2023,12,9,49,38
2023-10-25_2866.txt,2023-12-09_1850.txt,0.6557759520885569,"Israel-Hamas war: List of key events, day 19",2023,10,25,"Israel-Hamas war: List of key events, day 64",2023,12,9,49,38
2023-10-27_2810.txt,2023-12-09_1850.txt,0.6542309776410782,"Israel-Hamas war: List of key events, day 21",2023,10,27,"Israel-Hamas war: List of key events, day 64",2023,12,9,49,38
2023-10-28_2776.txt,2023-12-09_1850.txt,0.6483945109714797,"Israel-Hamas war: List of key events, day 22",2023,10,28,"Israel-Hamas war: List of key events, day 64",2023,12,9,49,38
2023-10-19_3010.txt,2023-12-09_1850.txt,0.7040298745020088,"Israel-Hamas war: List of key events, day 13",2023,10,19,"Israel-Hamas war: List of key events, day 64",2023,12,9,49,38
2023-11-09_2469.txt,2023-12-09_1850.txt,0.7188139675364172,"Israel-Hamas war: List of key events, day 34",2023,11,9,"Israel-Hamas war: List of key events, day 64",2023,12,9,43,38
2023-10-23_2913.txt,2023-12-09_1850.txt,0.639857259815134,"Israel-Hamas war: List of key events, day 17",2023,10,23,"Israel-Hamas war: List of key events, day 64",2023,12,9,49,38
2023-10-14_3134.txt,2023-12-09_1850.txt,0.6981859655544518,"Israel-Hamas war: List of key events, day 8",2023,10,14,"Israel-Hamas war: List of key events, day 64",2023,12,9,49,38
2023-10-30_2733.txt,2023-12-09_1850.txt,0.6949245585970266,"Israel-Hamas war: List of key events, day 24",2023,10,30,"Israel-Hamas war: List of key events, day 64",2023,12,9,49,38
2023-11-20_2218.txt,2023-12-09_1850.txt,0.6971642169834982,"Israel-Hamas war: List of key events, day 45",2023,11,20,"Israel-Hamas war: List of key events, day 64",2023,12,9,43,38
2023-11-13_2373.txt,2023-12-09_1850.txt,0.7025525569932705,"Israel-Hamas war: List of key events, day 38",2023,11,13,"Israel-Hamas war: List of key events, day 64",2023,12,9,43,38
2023-11-16_2301.txt,2023-12-09_1850.txt,0.6960796773999028,"Israel-Hamas war: List of key events, day 41",2023,11,16,"Israel-Hamas war: List of key events, day 64",2023,12,9,43,38
